synonyms,average,word
هَيْئَة حُكُومِيَّة,10,تَفْوِيض;تَرْخِيص
مُطَابَقَة,85,عُنْصُر التَّطَابُق;مُعَامِل التَّطَابُق;تَطَابُق
تَصَوُّر,50,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
بِدْعَة,15,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
إِخْتِرَاع,"77,5",اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
إِحْدَاث,55,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
اِسْتِحْدَات,20,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
تَرْتِيب,5,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
مُخَطَّط,"17,5",اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
قَصْد,0,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
نِيَّة,0,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
مَرْمَى,0,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
مَغْزَى,0,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
غَرَض,0,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
غَايَة,0,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
عَزْم,0,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
اِبْدَاع,"77,5",اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
احْدَاث,55,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
خَلْق,75,اِبْتِدَاع;اِبْتِكَار;تَصْمِيم
تَسْيِيب,"22,5",إعْتَاق;إِطْلاق;تَحْرِير
إِطْلاقُ سَراح,"92,5",إعْتَاق;إِطْلاق;تَحْرِير
إِخْلاءُ سَبِيل,"92,5",إعْتَاق;إِطْلاق;تَحْرِير
إِعْتاق,100,إعْتَاق;إِطْلاق;تَحْرِير
إطْلاَقٌ,100,إعْتَاق;إِطْلاق;تَحْرِير
تَحْرِِير,100,إعْتَاق;إِطْلاق;تَحْرِير
سَرَاح,30,إعْتَاق;إِطْلاق;تَحْرِير
طَرْد,10,إعْتَاق;إِطْلاق;تَحْرِير
عَزْل,0,إعْتَاق;إِطْلاق;تَحْرِير
عَتْق,80,إعْتَاق;إِطْلاق;تَحْرِير
إِعْفَاء,30,إعْتَاق;إِطْلاق;تَحْرِير
اِخْلاء سَبِيل,"92,5",إعْتَاق;إِطْلاق;تَحْرِير
اِبْرَاء,50,إعْتَاق;إِطْلاق;تَحْرِير
اِطْلاق سَرَاح,"92,5",إعْتَاق;إِطْلاق;تَحْرِير
تَفْرِيغ,"7,5",إعْتَاق;إِطْلاق;تَحْرِير
اِطْلاق,100,إعْتَاق;إِطْلاق;تَحْرِير
إِطْلاق النَّار,"2,5",إعْتَاق;إِطْلاق;تَحْرِير
نَار,0,إعْتَاق;إِطْلاق;تَحْرِير
خَط حُدُود,50,حَصْر;حَدّ;تَحْدِيد;تَقْيِيد
خَط الحُدُود,50,حَصْر;حَدّ;تَحْدِيد;تَقْيِيد
قَيْد,"92,5",حَصْر;حَدّ;تَحْدِيد;تَقْيِيد
نِطَاق,30,حَصْر;حَدّ;تَحْدِيد;تَقْيِيد
حُدُود,"87,5",حَصْر;حَدّ;تَحْدِيد;تَقْيِيد
حَاشِيَة,5,حَصْر;حَدّ;تَحْدِيد;تَقْيِيد
حافَّة,10,حَصْر;حَدّ;تَحْدِيد;تَقْيِيد
مُحَالَفَة,70,اِتِّحَاد فِدْرَالِي;حِلْف;تَحَالُف
اِتِّحَاد كُنْفِدْرَالِيّ,85,اِتِّحَاد فِدْرَالِي;حِلْف;تَحَالُف
اِتِّحَاد,90,اِتِّحَاد فِدْرَالِي;حِلْف;تَحَالُف
جامِعَة,15,اِتِّحَاد فِدْرَالِي;حِلْف;تَحَالُف
اِئْتِلاف,"52,5",اِتِّحَاد فِدْرَالِي;حِلْف;تَحَالُف
إنْحِيَاز,"42,5",اِتِّحَاد فِدْرَالِي;حِلْف;تَحَالُف
تَكْيِيف,60,ضَبْط;تَعْدِيل;تَصْوِيب
تَغْيِير,"57,5",ضَبْط;تَعْدِيل;تَصْوِيب
تَغَيُّر,"37,5",ضَبْط;تَعْدِيل;تَصْوِيب
تَبْدِيل,"27,5",ضَبْط;تَعْدِيل;تَصْوِيب
غِطَاء,"42,5",تَاج قِشَري
غِلاف,45,تَاج قِشَري
نَشَاط,"32,5",فَعَالِيَّة;تَأثِير
قُوَّة,"67,5",فَعَالِيَّة;تَأثِير
تَبَدُّل,"67,5",تأرْجُح;تَذّبْذُب;تَمَوُّج;تَقَلُّب
تَذَبْذُب,100,تأرْجُح;تَذّبْذُب;تَمَوُّج;تَقَلُّب
اِخْتِلاف,60,تأرْجُح;تَذّبْذُب;تَمَوُّج;تَقَلُّب
تَغَيُّر,75,تأرْجُح;تَذّبْذُب;تَمَوُّج;تَقَلُّب
تَحَوُّل,"67,5",تأرْجُح;تَذّبْذُب;تَمَوُّج;تَقَلُّب
تَصَرُّف,100,سُلُوك;تصرف
سِيْرَة,"22,5",سُلُوك;تصرف
عَلاَقَة سِيَاسِيَّة,"42,5",عِلْم السِّيَاسة;عُلُوم سِيَاسِية;سِيَاسَة
إِدَارَة,"17,5",عِلْم السِّيَاسة;عُلُوم سِيَاسِية;سِيَاسَة
تَسْجِيل,"47,5",دَفْتَر;مُدَوَّنَة;سِجِلّ
تَسْجيل,"47,5",دَفْتَر;مُدَوَّنَة;سِجِلّ
قَيْد,"12,5",دَفْتَر;مُدَوَّنَة;سِجِلّ
تَسْجِيل فُونُوغرَافِي,40,دَفْتَر;مُدَوَّنَة;سِجِلّ
قُرْص,10,دَفْتَر;مُدَوَّنَة;سِجِلّ
أسْطُوَانَة فُونُوغرَافِيَّة,"12,5",دَفْتَر;مُدَوَّنَة;سِجِلّ
إِنْكار,"92,5",عِبارَة سَلْبِيَّة;نَفْي;نَقْض;رَفْض;سَلْب
تَنَصُّل,"22,5",عِبارَة سَلْبِيَّة;نَفْي;نَقْض;رَفْض;سَلْب
تَكْذِيب,75,عِبارَة سَلْبِيَّة;نَفْي;نَقْض;رَفْض;سَلْب
وَطَن,35,مَنْزِل;مَسْكَن;سَكَن
مَرْكَز,35,مَنْزِل;مَسْكَن;سَكَن
مَقَرّ,"37,5",مَنْزِل;مَسْكَن;سَكَن
مَقَام,"17,5",مَنْزِل;مَسْكَن;سَكَن
بَيْت,"97,5",مَنْزِل;مَسْكَن;سَكَن
حِلَّة,"2,5",مَنْزِل;مَسْكَن;سَكَن
اِسْتِيطَان,"7,5",مَنْزِل;مَسْكَن;سَكَن
اِسْتِقْرَار,15,مَنْزِل;مَسْكَن;سَكَن
إِقَامَة,"47,5",مَنْزِل;مَسْكَن;سَكَن
عَائِلَة,5,مَنْزِل;مَسْكَن;سَكَن
أُسْرَة,5,مَنْزِل;مَسْكَن;سَكَن
اِنْسِدَاد,90,إِغْلاق;غَلْق;سَدّ
اِنْغِلاق,"82,5",إِغْلاق;غَلْق;سَدّ
وَسِيْلَة,"32,5",طَرِيقَة;مَسْلَك;سَبِيل
وَسَاطَة,20,طَرِيقَة;مَسْلَك;سَبِيل
سَبِيْل,90,طَرِيقَة;مَسْلَك;سَبِيل
سَبَب,"12,5",طَرِيقَة;مَسْلَك;سَبِيل
مِنْوَال,"42,5",طَرِيقَة;مَسْلَك;سَبِيل
نَمَط,30,طَرِيقَة;مَسْلَك;سَبِيل
أسْلُوب,"57,5",طَرِيقَة;مَسْلَك;سَبِيل
طَرِيق,"97,5",طَرِيقَة;مَسْلَك;سَبِيل
وِجْهَة,"72,5",طَرِيقَة;مَسْلَك;سَبِيل
جِهَة,"32,5",طَرِيقَة;مَسْلَك;سَبِيل
اِتِّجَاه,55,طَرِيقَة;مَسْلَك;سَبِيل
مَسْعًى,"37,5",طَرِيقَة;مَسْلَك;سَبِيل
مَسِيرَة,30,طَرِيقَة;مَسْلَك;سَبِيل
مَنْهَج,60,طَرِيقَة;مَسْلَك;سَبِيل
غِرَاْر,"32,5",طَرِيقَة;مَسْلَك;سَبِيل
أُسْلُوْب,70,طَرِيقَة;مَسْلَك;سَبِيل
مَدْخِل,"12,5",طَرِيقَة;مَسْلَك;سَبِيل
مَمَرّ,"27,5",طَرِيقَة;مَسْلَك;سَبِيل
طَرِيْق,"92,5",طَرِيقَة;مَسْلَك;سَبِيل
أُسْلُوب,"57,5",طَرِيقَة;مَسْلَك;سَبِيل
مَسَار,65,طَرِيقَة;مَسْلَك;سَبِيل
سَحْن,"72,5",طَحْن;دَكّ;سَحْق
دَقّ,85,طَحْن;دَكّ;سَحْق
طَحِين,50,طَحْن;دَكّ;سَحْق
طَرِيقَة,20,روتِين فَرْعي
نَمَط,"42,5",روتِين فَرْعي
دَوْر,15,روتِين فَرْعي
عَمَل,"22,5",روتِين فَرْعي
إِجْراء,"57,5",روتِين فَرْعي
عَمَلِيَّة,"62,5",روتِين فَرْعي
تَرَحُّل,75,رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
تَنَقُّل,"77,5",رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
تَحَرُّك,"57,5",رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
سَفَرِيَّة,75,رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
رَوْحَة,"57,5",رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
غَدْوَة,"22,5",رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
تَغْيِير مَوْضِع,60,رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
سَفَرَ,100,رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
مَسِيرَة,"17,5",رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
هِجْرَة,"87,5",رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
حَرَكَة,35,رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
اِنْتِقَال,"77,5",رِحْلَة;سَفَر;سَفْرَة;تِرْحَال
نَمُوذَج,25,رَسْم;زَخْرَفَة;زِينَة
صُورَة,25,رَسْم;زَخْرَفَة;زِينَة
نَمَط,"22,5",رَسْم;زَخْرَفَة;زِينَة
شَكْل,"42,5",رَسْم;زَخْرَفَة;زِينَة
جِسْم إِنْسَان,0,رَسْم;زَخْرَفَة;زِينَة
جَسَد إِنْسَان,"2,5",رَسْم;زَخْرَفَة;زِينَة
هَيْكَل,"12,5",رَسْم;زَخْرَفَة;زِينَة
بُنْيَة,"2,5",رَسْم;زَخْرَفَة;زِينَة
بِنْيَة,"2,5",رَسْم;زَخْرَفَة;زِينَة
بَدَن,"2,5",رَسْم;زَخْرَفَة;زِينَة
شَخْصِيَّة,0,رَسْم;زَخْرَفَة;زِينَة
شَكْل جِسْمَانِي,"7,5",رَسْم;زَخْرَفَة;زِينَة
شَكْل بَشَرِيّ,"7,5",رَسْم;زَخْرَفَة;زِينَة
غِرَار,0,رَسْم;زَخْرَفَة;زِينَة
عَادَة,0,رَسْم;زَخْرَفَة;زِينَة
أُسْلُوب,5,رَسْم;زَخْرَفَة;زِينَة
تَصَوُّر,"12,5",رَسْم;زَخْرَفَة;زِينَة
تَزْيِين,50,رَسْم;زَخْرَفَة;زِينَة
تَوْشِيَة,70,رَسْم;زَخْرَفَة;زِينَة
تَرْصِيع,45,رَسْم;زَخْرَفَة;زِينَة
حِلْيَة,25,رَسْم;زَخْرَفَة;زِينَة
تَصْوِير,"7,5",رَسْم;زَخْرَفَة;زِينَة
لَوْحَة فَنِّيَّة,65,رَسْم;زَخْرَفَة;زِينَة
زُخْرُف,"72,5",رَسْم;زَخْرَفَة;زِينَة
زِيْنَة,"92,5",رَسْم;زَخْرَفَة;زِينَة
دِيكُور,80,رَسْم;زَخْرَفَة;زِينَة
زِيَادَة أُجْرَة,75,إعْلاء;رَفْع;تَعْليَة
زِيَادَة مَعَاش,75,إعْلاء;رَفْع;تَعْليَة
زِيَادَة رَاتِب,90,إعْلاء;رَفْع;تَعْليَة
زِيَادَة,95,إعْلاء;رَفْع;تَعْليَة
صُعُود,"82,5",إعْلاء;رَفْع;تَعْليَة
اِرْتفِاَع,"97,5",إعْلاء;رَفْع;تَعْليَة
ثَرَاء,45,بَحْبُوحَة;رَاحَة;رَفَاهِيَّة;رَغَد
غِنَى,45,بَحْبُوحَة;رَاحَة;رَفَاهِيَّة;رَغَد
تَرَف,70,بَحْبُوحَة;رَاحَة;رَفَاهِيَّة;رَغَد
فَخَامَة,35,بَحْبُوحَة;رَاحَة;رَفَاهِيَّة;رَغَد
بَذْخ,35,بَحْبُوحَة;رَاحَة;رَفَاهِيَّة;رَغَد
رَبْط,60,رابِط;رابِطَة;وَصْلَة
رَابِطَة,100,رابِط;رابِطَة;وَصْلَة
اِتَّصال,"52,5",رابِط;رابِطَة;وَصْلَة
اِرْتِبَاط,45,رابِط;رابِطَة;وَصْلَة
صِلَة,"57,5",رابِط;رابِطَة;وَصْلَة
اِرْتِباط,45,رابِط;رابِطَة;وَصْلَة
وَصْل,40,رابِط;رابِطَة;وَصْلَة
اِتِّصَال,60,رابِط;رابِطَة;وَصْلَة
تَوْصِيل,55,رابِط;رابِطَة;وَصْلَة
اِتَّصَال,60,رابِط;رابِطَة;وَصْلَة
تَوْصِيلَة,"57,5",رابِط;رابِطَة;وَصْلَة
تَدَاعِي الخَوَاطِر,35,رابِط;رابِطَة;وَصْلَة
قَرِينَة,"7,5",رابِط;رابِطَة;وَصْلَة
قُوَّة عَسْكَرِيَّة,"67,5",حَوْل;قُدْرَة;قُوَّة;سُلْطَان
أُسّ,10,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
قُوَّة,100,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
جَبَرُوت,80,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
عَظَمَة,60,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
مَقْدِرَة,60,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
شِدَّة,50,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
مَوَظَّفُون,0,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
مَجْمُوع المُوَظَّفِين,0,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
طَاقَم,0,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
شِدَّة,50,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
تَحَمُّلِيَّة,15,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
مَتَانَة,45,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
دَوَام,"2,5",حَوْل;قُدْرَة;قُوَّة;سُلْطَان
بَقَاء,5,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
ثَبَات,"17,5",حَوْل;قُدْرَة;قُوَّة;سُلْطَان
قُدْرَة عَسْكَرِيَّة,65,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
كَثَافَة,5,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
غَصْب,"42,5",حَوْل;قُدْرَة;قُوَّة;سُلْطَان
بَطْش,70,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
عُنْف,20,حَوْل;قُدْرَة;قُوَّة;سُلْطَان
عَنْوَة,"32,5",حَوْل;قُدْرَة;قُوَّة;سُلْطَان
فَعَّالِيَّة,"2,5",حَوْل;قُدْرَة;قُوَّة;سُلْطَان
إمْكَانِيَّة,"12,5",حَوْل;قُدْرَة;قُوَّة;سُلْطَان
تَغَيُّر,65,تَعْدِيل;تَغْيِير;تَكْيِيف
تَبْدِيل,"62,5",تَعْدِيل;تَغْيِير;تَكْيِيف
تَصْوِيب,40,تَعْدِيل;تَغْيِير;تَكْيِيف
ضَبْط,"52,5",تَعْدِيل;تَغْيِير;تَكْيِيف
تَبْدِيْل,"62,5",تَعْدِيل;تَغْيِير;تَكْيِيف
رُقْعَة,55,قِطْعَة;قِطْعَة أرْض
جُزء,"42,5",قِطْعَة;قِطْعَة أرْض
حِصَّة,"22,5",قِطْعَة;قِطْعَة أرْض
قَرَابَة,"17,5",عَامَة النَاس;نَاس;قَوْم
فَصِيْلَة,40,عَامَة النَاس;نَاس;قَوْم
عَشِيْرَة,"67,5",عَامَة النَاس;نَاس;قَوْم
عائِلَة,"37,5",عَامَة النَاس;نَاس;قَوْم
أَهْل,"37,5",عَامَة النَاس;نَاس;قَوْم
ذِنَاْبَة,"22,5",عَامَة النَاس;نَاس;قَوْم
مَظْهَر,20,عِبَارَة;قَوْل;تَعْبِير
إنْعِكَاس,"17,5",عِبَارَة;قَوْل;تَعْبِير
تَعْبِير الوَجْه,"17,5",عِبَارَة;قَوْل;تَعْبِير
تَعْبِير اصْطِلاحِيّ,"77,5",عِبَارَة;قَوْل;تَعْبِير
عِبَارَة اصْطِلاحِيّة,80,عِبَارَة;قَوْل;تَعْبِير
تَصْمِيم,"2,5",بَيَان;قَرَار;تَصْرِيح
عَزْم,"7,5",بَيَان;قَرَار;تَصْرِيح
إصْرَار,"2,5",بَيَان;قَرَار;تَصْرِيح
إعْلان,70,بَيَان;قَرَار;تَصْرِيح
قَوْل,55,بَيَان;قَرَار;تَصْرِيح
إفَادَة,20,بَيَان;قَرَار;تَصْرِيح
تَصْرِيح مالِيّ,"27,5",بَيَان;قَرَار;تَصْرِيح
كَشْف مَالِيّ,"2,5",بَيَان;قَرَار;تَصْرِيح
قَوْل فَصْل,20,بَيَان;قَرَار;تَصْرِيح
بَيان,100,بَيَان;قَرَار;تَصْرِيح
تَوْكِيد,30,بَيَان;قَرَار;تَصْرِيح
إثْبَات,15,بَيَان;قَرَار;تَصْرِيح
مُوون,"32,5",ضُوء القَمَر;قَمَر
صَن مِيُونُغ مُوون,5,ضُوء القَمَر;قَمَر
مادَّة مُشْعِلَة,"57,5",مِقْدَاح;قَدَّاحَة
المُشْعِل,"77,5",مِقْدَاح;قَدَّاحَة
سِنّ الرُّشْد,75,إِدْرَاك;بُلُوغ;نُضْج;رُشْد
إدْرَاك,85,إِدْرَاك;بُلُوغ;نُضْج;رُشْد
سِن الرُّشْد,75,إِدْرَاك;بُلُوغ;نُضْج;رُشْد
سِن البُلُوغ,"77,5",إِدْرَاك;بُلُوغ;نُضْج;رُشْد
مَعْرِفَة,"47,5",إِدْرَاك;بُلُوغ;نُضْج;رُشْد
فَهْم,35,إِدْرَاك;بُلُوغ;نُضْج;رُشْد
نَاتِج,80,مَحْصُول;مَرْدُود;نِتَاج
إِنْتَاج,65,مَحْصُول;مَرْدُود;نِتَاج
مُنْتَج,"92,5",مَحْصُول;مَرْدُود;نِتَاج
مَنْتُوج,85,مَحْصُول;مَرْدُود;نِتَاج
مَنْتُوج نِهَائِي,85,مَحْصُول;مَرْدُود;نِتَاج
غَلَّة,"72,5",مَحْصُول;مَرْدُود;نِتَاج
عَائِد,85,مَحْصُول;مَرْدُود;نِتَاج
إِنْتِهَاء,85,نِهَايَة;خَاتِمَة;خِتَام
نُقْطَة النِهَايَة,75,نِهَايَة;خَاتِمَة;خِتَام
اِخْتِتَام,"77,5",نِهَايَة;خَاتِمَة;خِتَام
إِنْهَاء,"67,5",نِهَايَة;خَاتِمَة;خِتَام
خَتْم,65,نِهَايَة;خَاتِمَة;خِتَام
فَسْخ,"17,5",نِهَايَة;خَاتِمَة;خِتَام
مَوْت,35,نِهَايَة;خَاتِمَة;خِتَام
آخِر,"87,5",نِهَايَة;خَاتِمَة;خِتَام
مَرْحَلَة نهَائِيَّة,"72,5",نِهَايَة;خَاتِمَة;خِتَام
هَلاك,35,نِهَايَة;خَاتِمَة;خِتَام
زائِدَة,0,نِهَايَة;خَاتِمَة;خِتَام
بَقِيَّة,0,نِهَايَة;خَاتِمَة;خِتَام
بَاقِيَة,0,نِهَايَة;خَاتِمَة;خِتَام
طَرَف,0,نِهَايَة;خَاتِمَة;خِتَام
نَقْل,45,نَقْل مِلْكِيَّة;تَنَازُل
تَحْوِيل,"72,5",نَقْل مِلْكِيَّة;تَنَازُل
تَحَوُّل,60,نَقْل مِلْكِيَّة;تَنَازُل
تَوْصِيل,10,نَقْل مِلْكِيَّة;تَنَازُل
حَمْل,0,نَقْل مِلْكِيَّة;تَنَازُل
رَفْض,"92,5",إِنْكار;عِبارَة سَلْبِيَّة;نَفْي;نَقْض;سَلْب
تَنَصُّل,"72,5",إِنْكار;عِبارَة سَلْبِيَّة;نَفْي;نَقْض;سَلْب
تَكْذِيب,70,إِنْكار;عِبارَة سَلْبِيَّة;نَفْي;نَقْض;سَلْب
خَرْج,"17,5",مَصَارِيف;نَفَقَات;نَفَقَة
صَرْف,60,مَصَارِيف;نَفَقَات;نَفَقَة
إِنْفَاق,"67,5",مَصَارِيف;نَفَقَات;نَفَقَة
مَصْرُوفَات,"82,5",مَصَارِيف;نَفَقَات;نَفَقَة
مَصْرُوف,90,مَصَارِيف;نَفَقَات;نَفَقَة
نَبْضَة,90,نَبْض;نَبْض عَصَبِي
قَبُول,"97,5",مُبَارَكَة;مُوَافَقَة;قُبُول
اِسْتِحْسَان,65,مُبَارَكَة;مُوَافَقَة;قُبُول
رِضَى,"72,5",مُبَارَكَة;مُوَافَقَة;قُبُول
تَقَبُّل,"62,5",مُبَارَكَة;مُوَافَقَة;قُبُول
تَصْدِيق,"37,5",مُبَارَكَة;مُوَافَقَة;قُبُول
مِسَاحَة,90,حَيِّز;مَجَال;مُتَّسَع
مَكَان,"62,5",حَيِّز;مَجَال;مُتَّسَع
جِهَة,"17,5",حَيِّز;مَجَال;مُتَّسَع
فَرَاغ,80,حَيِّز;مَجَال;مُتَّسَع
مَكَان فَارِغ,"72,5",حَيِّز;مَجَال;مُتَّسَع
فَضَاء,35,حَيِّز;مَجَال;مُتَّسَع
نِدّ,40,مُنَافِس;مُسَابِق;مُتَبَارِ;مُتَنَافِس;مُتَسَابِق
نَظِير,60,مُنَافِس;مُسَابِق;مُتَبَارِ;مُتَنَافِس;مُتَسَابِق
خَصْم,"82,5",مُنَافِس;مُسَابِق;مُتَبَارِ;مُتَنَافِس;مُتَسَابِق
غَرِيم,"52,5",مُنَافِس;مُسَابِق;مُتَبَارِ;مُتَنَافِس;مُتَسَابِق
مُزَاحِم,"47,5",مُنَافِس;مُسَابِق;مُتَبَارِ;مُتَنَافِس;مُتَسَابِق
غَرِيْم,"52,5",مُنَافِس;مُسَابِق;مُتَبَارِ;مُتَنَافِس;مُتَسَابِق
مُسَكِّن أَلَم,"92,5",مُهَدِئ;مُسَكِّن
تَنْقِيح,"17,5",مُرَاجَعَة;مُتَابَعَة
إعَادَة نَظَر,"67,5",مُرَاجَعَة;مُتَابَعَة
تَدْقِيْق,"57,5",مُرَاجَعَة;مُتَابَعَة
فَحْص,"57,5",مُرَاجَعَة;مُتَابَعَة
خُلَاْصَة,10,مَرْكَز;مُنْتَصَف;وَسَط
قَلْب,85,مَرْكَز;مُنْتَصَف;وَسَط
لُبّ,70,مَرْكَز;مُنْتَصَف;وَسَط
جَوْهَر,"22,5",مَرْكَز;مُنْتَصَف;وَسَط
فَحْوَى,15,مَرْكَز;مُنْتَصَف;وَسَط
صَمِيم,"72,5",مَرْكَز;مُنْتَصَف;وَسَط
أخْد وعَطَاء,55,مُعَالَجَة;مُنَاقَشَة;نِقَاش
تَدْبِير,5,مُعَالَجَة;مُنَاقَشَة;نِقَاش
مُعَامَلَة,15,مُعَالَجَة;مُنَاقَشَة;نِقَاش
عِلاج,"7,5",مُعَالَجَة;مُنَاقَشَة;نِقَاش
دَواء,5,مُعَالَجَة;مُنَاقَشَة;نِقَاش
مُدَاوَاة,"7,5",مُعَالَجَة;مُنَاقَشَة;نِقَاش
مُسَابَقَة,100,مُنافَسة;مُسابَقَة;سِبَاْق;تَنافُس
مُنَافَسَة,100,مُنافَسة;مُسابَقَة;سِبَاْق;تَنافُس
تَنَافُس,"97,5",مُنافَسة;مُسابَقَة;سِبَاْق;تَنافُس
سِبَاق,100,مُنافَسة;مُسابَقَة;سِبَاْق;تَنافُس
مُوجَز,"97,5",مُلَخَّص;مُخْتَصَر;خُلاصَة
اِسْتِئجَار,80,اِيجَار;فَتْرَة الإِيجَار;مُدَّة الإِيجَار;تَأْجِير
إِيجَار,85,اِيجَار;فَتْرَة الإِيجَار;مُدَّة الإِيجَار;تَأْجِير
كِراء,85,اِيجَار;فَتْرَة الإِيجَار;مُدَّة الإِيجَار;تَأْجِير
إِحْسَاس,45,إِدْرَاك;مُدْرَك;تَجْرِبَة إِدْرَاكِيَّة
حِسّ,"47,5",إِدْرَاك;مُدْرَك;تَجْرِبَة إِدْرَاكِيَّة
مُرُونَة,"92,5",لَدَانَة;لُدُونَة;مُطَاوَعَة;قَابِلِيَّة الطَرْق
لُيُونَة,"92,5",لَدَانَة;لُدُونَة;مُطَاوَعَة;قَابِلِيَّة الطَرْق
لَدَاْنَة,100,لَدَانَة;لُدُونَة;مُطَاوَعَة;قَابِلِيَّة الطَرْق
نَمُوذَج,"92,5",مَثَل;مِثَال
مِثال,100,مَثَل;مِثَال
حَالَة,"67,5",مَثَل;مِثَال
أُمْثُوْلَة,"72,5",مَثَل;مِثَال
شَاهِد,"27,5",مَثَل;مِثَال
قَالِب,5,مَثَل;مِثَال
قَالَب,"17,5",مَثَل;مِثَال
مُحَاكَاة,"42,5",مَثَل;مِثَال
قَدْر,20,مِعْيَار;مِقْيَاس
مِقْدَار,"42,5",مِعْيَار;مِقْيَاس
مَبْلَغ,10,مِعْيَار;مِقْيَاس
كَمِّيَّة,15,مِعْيَار;مِقْيَاس
كَمّ,5,مِعْيَار;مِقْيَاس
طَرِيقَة,25,مَسَار;مَيْل;تَوَجُّه;وِجْهَة سَيْر
خَطّ,"72,5",مَسَار;مَيْل;تَوَجُّه;وِجْهَة سَيْر
مَسْلَك,80,مَسَار;مَيْل;تَوَجُّه;وِجْهَة سَيْر
نِهَايَة,60,مَمات;مَوْت;وَفَاة
هَلاك,"87,5",مَمات;مَوْت;وَفَاة
نَحْب,"32,5",مَمات;مَوْت;وَفَاة
مَنِيَّة,"87,5",مَمات;مَوْت;وَفَاة
مَمَات,100,مَمات;مَوْت;وَفَاة
أَجَل,85,مَمات;مَوْت;وَفَاة
زَوَال,"67,5",مَمات;مَوْت;وَفَاة
تَلاشٍ,"42,5",مَمات;مَوْت;وَفَاة
وِقْفَة,100,مَوْقِف;وَضْع;وَقْفَة
وَضْعِيَّة,"77,5",مَوْقِف;وَضْع;وَقْفَة
مَكَان,5,مَوْقِف;وَضْع;وَقْفَة
حَالَة,60,مَوْقِف;وَضْع;وَقْفَة
مَوْقِف ذِهْنِيّ,75,مَوْقِف;وَضْع;وَقْفَة
مَوْقِع,"2,5",مَوْقِف;وَضْع;وَقْفَة
مَرْكَز,"7,5",مَوْقِف;وَضْع;وَقْفَة
مَكَانَة,15,مَوْقِف;وَضْع;وَقْفَة
تَرْتِيب,0,مَوْقِف;وَضْع;وَقْفَة
مَوْضِع,10,مَوْقِف;وَضْع;وَقْفَة
وَظِيفَة,"12,5",مَوْقِف;وَضْع;وَقْفَة
مَنْصِب,"2,5",مَوْقِف;وَضْع;وَقْفَة
َوَضْع,100,مَوْقِف;وَضْع;وَقْفَة
بَدَلاً مِن,0,مَوْقِف;وَضْع;وَقْفَة
مَوْضُوع البَحْث,75,مَسْألَة;مَوْضُوع
فَرْع,"17,5",مَسْألَة;مَوْضُوع
مَادَّة,35,مَسْألَة;مَوْضُوع
أمْر,"42,5",مَسْألَة;مَوْضُوع
شَيء,40,مَسْألَة;مَوْضُوع
شَأن,"67,5",مَسْألَة;مَوْضُوع
قَضِيَّة,75,مَسْألَة;مَوْضُوع
حَالَة,50,مَسْألَة;مَوْضُوع
رِسَالَة,10,مَسْألَة;مَوْضُوع
مُحْتَوَى,30,مَسْألَة;مَوْضُوع
مَفَاد,5,مَسْألَة;مَوْضُوع
